The table shows the |V(S)| value for each algorithm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domains,Instance Name,Vertex,Edge,METIS_G,,,METIS_F,,,SPAC_G,,,SPAC_F,,,SHEEP_G,,,SHEEP_F,,,NE_G,,,NE_F,,,ParHS-BGEP,,
,,,,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s
misc,usroads-48,126146,161950,127571,127571,127571,127568,127568,127568,127443,127443,127443,127443,127443,127443,135017,135017,135017,132501,132205,132205,129594,129594,129594,129594,129594,129594,127425,127412,127390
misc,utm1700b,1700,14626,2968,2968,2968,3004,3004,3004,3013,3013,3013,2976,2976,2976,6668,6668,6668,6278,6278,6278,2962,2962,2962,2962,2962,2962,2906,2906,2906
misc,utm3060,3060,28880,4863,4863,4863,4885,4885,4885,5034,5034,5034,5039,5039,5039,13215,13215,13215,13829,13829,13829,4803,4803,4803,4801,4801,4801,4758,4758,4758
misc,utm5940,5940,57295,8337,8337,8337,8444,8444,8444,8795,8795,8795,8779,8779,8779,25969,25969,25969,26850,26850,26850,8341,8341,8341,8337,8337,8337,8213,8213,8213
misc,vanbody,47072,1144913,55567,55567,55567,55881,55871,55861,57481,57481,57481,57455,57455,57455,96705,96705,96705,95653,95236,92607,57713,57713,57713,57708,57590,57590,55411,55163,55127
misc,venkat01,62424,827684,68256,68256,68256,68400,68400,68400,70240,70240,70240,70240,70240,70240,87670,87670,87670,88898,88569,88569,69201,69201,69201,69182,69182,69182,68200,68100,68100
misc,venkat25,62424,827684,68256,68256,68256,68400,68400,68400,70240,70240,70240,70240,70240,70240,87670,87670,87670,88898,88569,88569,69303,69303,69303,69179,69179,69179,68196,68079,68079
misc,venkat50,62424,827684,68256,68256,68256,68400,68400,68400,70240,70240,70240,70240,70240,70240,87670,87670,87670,88898,88569,88569,69376,69376,69376,69369,69369,69369,68196,68096,68096
misc,venturiLevel3,1451600,1526125,1454924,1454919,1454919,1454919,1454919,1454919,2047820,1679717,1609857,2105925,1758912,1524600,1712496,1515522,1515522,1778987,1518504,1496659,1462873,1462873,1462873,1462873,1462873,1462873,1454926,1454895,1454865
misc,vfem,93476,670580,110462,110462,110462,109542,109542,109541,113572,113572,113572,113522,113522,113522,296841,288133,288133,296442,296442,296442,113915,113915,113915,113915,113915,113915,109541,109143,108468
misc,vibrobox,12328,165250,20785,20785,20785,20059,20057,20054,25849,25849,25849,24852,24852,24851,56123,56123,56123,59377,58491,54867,19031,19031,19031,19031,19031,19031,18959,18957,18957
misc,viscoplastic1,4326,35786,6049,6049,6049,6055,6055,6055,9100,9100,9100,9078,9078,9078,7662,7662,7662,7655,7655,7655,6075,6075,6075,6075,6075,6075,5833,5833,5831
misc,viscoplastic2,32769,249220,37338,37338,37338,37276,37276,37276,49645,49645,49645,49611,49611,49611,45875,45875,45875,45703,45703,45703,37617,37617,37617,37617,37617,37617,36944,36556,36446
misc,viscorocks,37762,562241,43151,43151,43151,43668,43665,43665,45404,45404,45404,45344,45344,45344,58894,58518,58518,59483,59483,59483,44480,44480,44480,44479,44479,44479,43056,43056,43052
misc,wang1,2903,8095,4651,4651,4651,4647,4647,4647,4724,4724,4724,4725,4725,4725,6392,6392,6392,6309,6309,6309,4446,4446,4446,4446,4446,4446,4394,4394,4394
misc,wang2,2903,8095,4651,4651,4651,4647,4647,4647,4724,4724,4724,4725,4725,4725,6392,6392,6392,6309,6309,6309,4471,4471,4471,4471,4471,4471,4416,4416,4416
misc,wang3,26064,75552,33499,33499,33499,33482,33482,33482,34176,34176,34176,34176,34176,34176,52881,52881,52881,52805,52805,52805,32850,32850,32850,32850,32850,32850,32828,32828,32828
misc,wang4,26068,75564,33582,33582,33582,33554,33554,33554,34146,34146,34146,34133,34133,34133,52932,52932,52932,52706,52706,52706,32544,32544,32544,32544,32544,32544,32378,32319,32319
misc,water-tank,60740,1017757,78060,78060,78060,79407,79407,79406,87886,87886,87886,87796,87796,87796,173952,168885,168885,173957,173698,173698,82552,82552,82552,82500,82500,82500,77790,77153,77044
misc,wathen100,30401,220600,34207,34207,34207,34242,34242,34242,35347,35347,35347,35308,35308,35308,57483,57483,57483,57666,57666,57666,35039,35039,35039,35039,35039,35039,34018,34008,33992
misc,wathen120,36441,264660,40635,40635,40635,40688,40688,40688,41939,41939,41939,41890,41890,41890,65639,65639,65639,65648,65648,65648,41227,41227,41227,41227,41227,41227,40434,40390,40378
misc,watson-1,588147,1055093,590128,590128,590128,590128,590128,590128,590013,590013,590013,590013,590013,590013,654790,652826,652826,654995,653392,653082,601305,601305,601305,601112,600585,600585,590011,590008,590008
misc,watson-2,1029237,1846391,1031776,1031776,1031776,1031747,1031747,1031747,1032023,1032023,1032023,1031994,1031994,1031994,1135518,1131466,1131466,1133990,1125415,1123227,1050071,1050071,1050071,1049960,1049763,1049763,1031528,1031528,1031527
misc,watt-1,1856,4816,3023,3023,3023,3025,3025,3025,3070,3070,3070,3059,3059,3059,4102,4102,4102,4057,4057,4057,2901,2901,2901,2901,2901,2901,2834,2834,2834
misc,watt-2,1856,4942,3049,3049,3049,3043,3043,3043,3095,3095,3095,3088,3088,3088,3998,3998,3998,3968,3968,3968,2939,2939,2939,2939,2939,2939,2877,2877,2877
misc,wave,156317,1059331,182675,182675,182675,182212,182212,182212,187611,187611,187611,187446,187446,187446,351396,337161,337161,344564,344145,340518,183824,183824,183824,183769,183769,183769,182257,181902,181062
misc,waveguide3D,21036,141216,26788,26788,26788,26413,26413,26413,27052,27052,27052,26942,26936,26936,106016,98242,98242,106852,99666,92688,27654,27654,27654,27653,27653,27653,26346,26178,26178
misc,wb-cs-stanford,9426,27427,11030,11030,11030,10978,10978,10978,10702,10702,10702,10676,10676,10676,11517,11517,11517,11540,11540,11540,10997,10997,10997,10997,10997,10997,10516,10452,10451
misc,web-BerkStan,45281,181042,47626,47626,47626,47282,47264,47264,103644,103321,103321,109674,69204,68235,50004,50004,50004,50060,49748,49748,50937,50937,50937,50900,50900,50900,47121,47121,47121
misc,web-NotreDame,325729,1090108,340825,340369,340369,340037,340031,339992,338161,338161,338161,338163,338112,338106,370729,370721,370721,370998,370862,362300,354479,354479,354479,354479,354479,354479,338305,337123,336855
misc,web-Stanford,281903,1992636,328171,312823,312823,310866,309252,309206,361219,343073,343073,351212,341155,339449,373792,370410,370410,371346,370708,369450,328357,328357,328357,328355,328355,328229,312468,302923,300556
misc,wikiconflict,116836,2027871,194318,191800,191800,291729,183434,183422,171241,169111,169111,177900,168781,168706,462003,462003,462003,461647,461567,461551,189440,189440,189440,189440,189440,189440,170114,167387,165375
misc,wikipedia-link-de,519854,2052065,737790,702361,702361,907261,695736,695736,1784958,927030,927006,1445952,927960,927882,852484,852484,852484,852484,852484,852484,770406,770406,770406,770406,770406,770406,706295,694509,691020
misc,wikipedia-link-fr,446550,2338468,622993,607556,607556,779285,603895,603891,1779481,843178,843178,1483864,840395,840307,779637,779637,779637,779565,779418,779403,662922,662922,662922,662921,662921,662921,608197,600440,595739
misc,wikisigned-k2,138587,715883,202675,202675,202675,200248,200097,200051,238321,237476,237476,237416,237365,237280,296232,296055,296055,295946,295935,295930,204818,204818,204818,204818,204818,204818,203391,196607,197815
misc,wiki-Talk,2394385,4659565,3064811,2702450,2702362,3360145,2833651,2704089,2754199,2739322,2737123,2828772,2737902,2737663,2602110,2602110,2602110,2601949,2601886,2601885,2611810,2611810,2611810,2611810,2611810,2611810,2602107,2602039,2596468
misc,wordnet-words,73753,234024,94801,94801,94801,94334,94322,94290,101294,101294,101294,101684,101645,101291,112208,112208,112208,114007,109704,109704,97748,97748,97748,97748,97748,97748,93555,92718,91056
misc,youtube-groupmemberships,37981,156940,75164,75164,75164,74247,74217,74215,80642,80642,80642,80549,80410,80400,98441,98441,98441,98441,98441,98441,75531,75531,75531,75531,75531,75531,73220,72279,68451
misc,youtube-links,212110,508977,244481,244481,244481,244545,244545,244527,250195,250195,250195,250276,250267,250266,248907,248907,248907,248677,248677,248677,262749,262749,262749,262749,262749,262749,244657,243821,241615
misc,youtube-u-growth,327158,602278,350695,350695,350695,349598,349596,349596,367133,367014,367014,367600,367594,367587,343612,343612,343612,343612,343612,343612,386699,386699,386699,386699,386699,386699,343612,343572,343549
misc,zhishi-baidu-relatedpages,415624,2374044,456077,448946,448946,523523,449303,449132,453120,449450,449450,449632,448973,448960,750040,749914,749914,750087,750087,750087,618799,618799,618799,618799,618799,618799,454010,447888,446681
misc,zhishi-zhwiki-internallink,1930270,8956902,3365294,2525616,2519700,3626088,2888337,2488402,3533448,3194462,3115193,3696068,3316466,3092934,3954254,3954254,3954254,3954256,3954256,3954256,2654296,2654296,2654296,2654292,2654292,2654292,2654296,2542363,2483412
misc_big,aff-amazon-copurchases,403394,2443408,545866,529543,529543,527140,527133,527115,545721,527767,527767,526655,526644,526492,1375728,1360881,1334513,1378494,1378178,1370131,559320,559320,559320,559320,559320,559320,526615,525271,519188
misc_big,aff-delicious-url-tag,971171,3015106,1602824,1276766,1276766,1806035,1284546,1274033,1377136,1376589,1376589,1415850,1381255,1380938,1285020,1285020,1285020,1285020,1285020,1285020,1228721,1228721,1228721,1228721,1228721,1228721,1228721,1228719,1225019
misc_big,aff-flickr-user-groups,395979,8537703,2854018,1281091,1172530,2873618,1679302,1143583,1643403,1515881,1482299,1643840,1458708,1453567,1611745,1611745,1611745,1611762,1611649,1611561,1085385,1085385,1085385,1085385,1085385,1085385,1085385,1085385,1084294
misc_big,aff-wiki-wordbypage,273959,2941899,800693,439587,439587,733722,441391,439121,439666,439666,439666,439513,439505,439505,434471,434471,434471,434471,434471,434471,379490,379490,379490,379490,379490,379490,379490,379489,379489
misc_big,af-shell1,342104,3053269,357952,357952,357952,357532,357532,357532,376819,365726,362417,361953,361953,361953,782121,781575,781575,811220,810775,810320,370641,370641,370641,370643,370643,370628,357713,357325,357117
misc_big,amazon0312,400727,2349869,539069,524625,524625,523239,523217,523204,549820,533493,533493,533971,533966,533873,1371321,1353067,1318542,1375287,1375041,1364808,551133,551133,551133,551133,551133,551133,526528,521152,516743
misc_big,amazon0505,410236,2439437,554700,536847,536847,534616,534611,534597,562345,547955,547955,547812,547788,547662,1381949,1375434,1336332,1383838,1383661,1378275,560255,560255,560255,560254,560254,560254,539054,532875,529591
misc_big,amazon0601,403394,2443408,543051,530026,530026,528557,528546,528530,566247,542892,542892,543185,543073,543070,1385034,1372790,1346624,1387652,1387550,1378998,558038,558038,558038,558038,558038,558038,536514,526477,522125
misc_big,amazon-2008,735323,3523472,961816,927260,927260,926196,925381,925359,952930,931019,930917,930681,930681,930640,2103864,2085491,2039903,2107659,2106509,2089392,979936,979936,979936,979914,979914,979914,976976,925461,919663
misc_big,apache2,715176,2051347,748726,748677,748677,748645,748645,748645,751372,751372,751372,751326,751326,751326,986070,986070,986070,986071,986071,986071,745783,745783,745783,745783,745783,745783,745783,745611,745595
misc_big,ASIC-320k,321821,1156809,364245,364245,364245,355673,355673,355669,333029,333029,333029,333009,332997,332997,348363,348363,348363,348053,348053,348053,365193,365193,365193,365393,365218,365218,333028,332616,332490
misc_big,ASIC-680ks,682404,823232,692052,692052,692052,692043,692036,692035,688964,688964,688964,688963,688959,688958,712789,712789,712789,712188,709941,708898,696385,696385,696385,696385,696385,696385,688964,688573,688475
misc_big,atmosmodd,361409,1014002,392813,392813,392813,392763,392763,392763,833730,833730,833730,801486,801401,801401,688843,688473,688473,688218,688218,688218,390652,390652,390652,390606,390606,390606,390601,390547,390247
misc_big,atmosmodj,361409,1014002,392813,392813,392813,392763,392763,392763,833730,833730,833730,801490,801401,801401,688841,688473,688473,688218,688218,688218,390288,390288,390288,390215,390215,390215,390206,390013,389963
misc_big,auto,448695,3314611,498888,498888,498888,498434,498434,498434,506662,501520,501520,501018,501018,501018,2087674,2087372,2074813,2087742,2084662,2082738,512270,512270,512270,512219,512219,512219,498503,498206,496878
misc_big,barrier2-1,113076,1845996,140805,140805,140805,141881,141876,141838,158440,158372,158372,155235,155143,155143,743812,742643,740922,744692,742348,741630,142254,142254,142254,142177,142177,142177,140813,139951,139894
misc_big,barrier2-10,115625,1890966,143705,143705,143705,144716,144679,144675,163904,163514,163514,159255,159201,159201,753432,752395,751135,754240,752110,752110,145150,145150,145150,145150,145150,145150,143737,142872,142747
misc_big,barrier2-11,115625,1890966,143705,143705,143705,144716,144679,144675,163779,163514,163514,159255,159201,159201,753432,752395,751135,754240,752110,752110,145864,145864,145864,145864,145864,145864,143685,142902,142686
misc_big,barrier2-12,115625,1890966,143705,143705,143705,144716,144679,144675,163779,163514,163514,159255,159201,159201,753432,752395,751135,754240,752110,752110,145575,145575,145575,145575,145575,145575,143578,142894,142745
misc_big,barrier2-2,113076,1845996,140805,140805,140805,141881,141876,141838,158440,158372,158372,155235,155143,155143,743812,742641,740922,744692,742348,741630,141898,141898,141898,141898,141898,141898,140890,139938,139825
misc_big,barrier2-3,113076,1845996,140805,140805,140805,141881,141876,141838,158425,158372,158372,155224,155143,155143,743812,742641,740922,744692,742348,741630,141685,141685,141685,141685,141603,141603,140692,139961,139898
misc_big,barrier2-4,113076,1845996,140805,140805,140805,141881,141876,141838,158425,158372,158372,155235,155143,155143,743812,742641,740922,744692,742348,741630,140996,140996,140996,140995,140995,140995,140795,140004,139824
misc_big,barrier2-9,115625,1890966,143705,143705,143705,144716,144677,144675,163779,163514,163514,159255,159201,159201,753353,752378,751135,754240,752110,752110,145462,145462,145462,145460,145460,145460,143575,142924,142659
misc_big,bibd-19-9,92549,3325608,1117286,103544,103544,1097995,103322,103322,100695,100695,100695,100695,100695,100695,100300,100300,100300,100300,100300,100300,364763,364763,364763,364763,364763,364763,100267,100250,100250
misc_big,bibd-20-10,184946,8314020,2941916,1329351,197933,3022794,1433168,196916,194373,194345,194345,194349,194349,194349,193870,193870,193870,193870,193870,193870,748273,748273,748273,748269,748269,748269,193870,193811,193809
misc_big,bibd-22-8,320001,8953560,3409554,1720923,335677,3432287,1636479,334554,330595,330547,330547,330552,330552,330552,329977,329977,329977,329977,329977,329977,988594,988594,988594,988594,988594,988594,329977,329959,329959
misc_big,boneS01,127224,3293964,147284,147284,147284,148378,148377,148359,156234,156234,156234,156138,156090,156090,419635,407526,406207,420357,418499,418499,153078,153078,153078,153075,153075,153075,147225,146820,146583
misc_big,ch7-9-b5,740880,2540160,1392251,1357220,1357220,1359593,1357628,1357475,1288556,1286926,1286926,1287542,1287542,1287541,1497786,1497786,1497786,1501465,1501465,1497844,1401976,1401976,1401976,1401976,1401976,1401976,1295639,1284704,1278487
misc_big,ch8-8-b5,940800,3386880,1810564,1720578,1719802,1767102,1721427,1721234,1687749,1679601,1679601,1669508,1669508,1669508,1926739,1926739,1926739,1930243,1930243,1927191,1804238,1804238,1804238,1804238,1804238,1804238,1677621,1666258,1662130
misc_big,cnr-2000,325557,2738969,438425,349601,349601,406670,350192,350155,337428,336494,336494,336350,336350,336349,355738,355667,355667,358765,357446,356623,345003,345003,345003,345003,345003,344954,336389,335998,335879
misc_big,consph,79679,2963573,114263,114263,114263,120436,120436,120434,138867,138867,138867,138568,138565,138565,169848,168616,168616,168973,168973,168973,120727,120727,120727,120726,120726,120726,120708,112624,111810
misc_big,delaunay-n20,1048576,3145686,1062671,1062481,1062481,1062122,1062122,1062122,1063465,1063157,1063157,1063132,1063132,1063132,1455549,1428203,1407816,1453859,1447009,1416795,1070391,1070391,1070391,1070391,1070391,1070391,1062147,1062147,1061693
misc_big,ecology1,1000000,1998000,1015261,1015157,1015157,1015136,1015136,1015136,1015729,1015729,1015729,1015711,1015711,1015711,1060846,1060846,1060846,1060846,1060846,1060846,1019946,1019946,1019946,1019946,1019946,1019946,1015149,1014971,1014597
misc_big,ecology2,999999,1997996,1014960,1014860,1014860,1014840,1014840,1014840,1015778,1015778,1015778,1015761,1015761,1015761,1060845,1060845,1060845,1060845,1060845,1060845,1019069,1019069,1019069,1019069,1019069,1019069,1014843,1014644,1014338
misc_big,engine,143571,2281251,158018,158018,158018,158217,158217,158212,160017,160017,160017,159911,159911,159911,323886,298114,298114,359926,345986,345986,162247,162247,162247,162243,162146,162146,157932,157721,157541
misc_big,F2,71505,2611390,90180,90180,90180,91204,91195,91132,95343,95343,95343,94410,94381,94375,410420,372823,365206,414098,413479,401746,93685,93685,93685,93681,93468,93468,89746,88883,88837
misc_big,fcondp2,201822,5546247,229638,229638,229638,232187,232187,232183,229887,229887,229887,229886,229886,229886,259579,259527,259527,259647,259647,259647,233647,233647,233647,233644,233644,233644,233645,228066,227484
misc_big,fullb,199187,5754445,228449,228449,228449,231474,231474,231435,234197,234197,234197,234149,234149,234149,304312,294618,294618,328774,328033,325787,235413,235413,235413,235414,235414,235414,235391,227789,227177
misc_big,Ga10As10H30,113081,3001276,237715,231378,231378,262730,230085,228619,228035,228003,228003,227360,227240,227240,672559,668570,668570,678504,678504,669965,224165,224165,224165,224162,224162,224162,224176,223681,213633
misc_big,Ga3As3H12,61349,2954799,141834,138080,138080,196330,183105,151520,134202,133117,133117,137255,135169,135018,365789,365712,365712,367374,367374,364711,129292,129292,129292,129292,129292,129292,129291,129245,128832
misc_big,gearbox,153746,4463329,169781,169781,169781,171357,171357,171357,176654,176521,176521,176227,176219,176214,323315,310991,308383,327297,322069,321910,197334,197334,197334,197328,196918,196918,170882,169054,169029
misc_big,GL7d15,631632,6080381,3366590,2235747,2224556,3552414,2551348,2228886,2365300,2255514,2242736,2468694,2242439,2242432,3668083,3668075,3668075,3668074,3668044,3668044,2723231,2723231,2723231,2723231,2723231,2723231,2567186,2233868,2214312
misc_big,GL7d23,454497,2695430,1092345,1081941,1081941,1311452,1085557,1085557,1157645,1157017,1157017,1186132,1158119,1158086,1680286,1680286,1680286,1680258,1680258,1680258,1307429,1307429,1307429,1307429,1307429,1307429,1305008,1084494,1059597
misc_big,gupta3,16783,4653322,660030,660030,660030,585962,389456,81182,59987,59987,59987,55514,54512,54272,85863,85863,85863,82458,78955,76759,54957,54957,54957,54958,54958,54937,54958,54379,53324
misc_big,halfb,224617,6081602,253577,253577,253577,255981,255981,255974,258490,258490,258490,258490,258490,258490,316007,313952,313952,333954,333646,333646,259141,259141,259141,259150,259150,259150,259139,252937,252691
misc_big,IMDB,1199919,3782463,1592548,1532706,1520842,1770860,1531200,1503516,1750011,1694686,1672762,1802966,1688937,1682512,2848062,2843432,2820954,2848728,2848526,2847009,1612072,1612072,1612072,1612072,1612072,1612072,1612072,1556223,1494337
misc_big,in-2004,291944,2965943,324132,317553,317553,372283,318629,311724,914995,909476,871789,906085,824571,693736,326719,322617,322617,327938,319315,315335,315335,315335,315335,315335,315335,315335,315320,314946,308101
misc_big,kron-g500-logn17,107909,5113985,1398304,498084,498081,1306786,495496,495337,681014,636131,636131,628719,620120,619963,601779,601770,601770,601714,601500,601403,381647,381647,381647,381647,381647,381647,381785,381646,381550
misc_big,kron-g500-logn18,189696,3781712,1437743,658470,657379,1300977,622849,622814,717633,690524,690524,689554,688573,688573,757918,757898,757898,757534,757250,757213,524909,524909,524909,524909,524909,524909,524909,524904,524860
misc_big,largebasis,518264,2379382,521934,521934,521934,521934,521934,521934,522005,522005,522005,522005,522005,522005,729451,729451,729451,729441,729441,729441,568200,568200,568200,568199,567812,567812,521934,521736,521736
misc_big,matrix-new-3,125329,1293165,154991,154991,154991,155219,155168,154957,159164,159164,159164,159117,159115,159114,252216,251299,251299,252621,251902,251884,152593,152593,152593,152593,152593,152593,152572,152452,152440
misc_big,mip1,66463,5143178,192032,192032,192032,143355,122965,122731,92046,92046,92046,88475,88417,88350,98103,98103,98103,98103,98095,98090,109343,109343,109343,109345,109343,109343,91143,87526,87370
misc_big,misc-IMDB-bi,1180298,3782462,1602897,1530667,1522004,1779337,1536228,1506685,1742940,1694093,1662933,1790045,1680075,1673233,2849839,2845712,2823282,2850417,2850250,2848764,1604191,1604191,1604191,1604191,1604191,1604191,1604191,1537753,1496099
misc_big,pattern1,19242,4652095,116888,116888,116888,87717,69683,68680,81718,81718,81718,70284,68534,68534,249567,249567,249567,251715,246756,246724,57133,57133,57133,57017,57017,57017,56781,56530,55563
misc_big,pkustk11,87804,2565054,106506,106506,106506,107716,107716,107683,108027,108027,108027,107997,107997,107997,153764,153645,153645,160967,160965,160633,126310,126310,126310,126309,126309,126309,106427,105948,105780
misc_big,pkustk12,94653,3708832,118479,115666,115666,124338,124121,123419,108987,108987,108987,108590,108584,108576,137320,134626,134626,135684,135161,134814,114689,114689,114689,114686,114686,114686,108717,108177,108177
misc_big,pkustk13,94893,3260967,112073,112073,112073,114981,114981,114942,112120,112120,112120,112025,112020,112020,308539,302347,302347,336500,315608,310678,116597,116597,116597,116597,116458,116259,111846,111311,111149
misc_big,pkustk14,151926,7342289,192050,191025,191025,193986,193935,193935,190848,190548,190548,190497,190497,190497,493673,490122,483584,495167,494947,489871,202068,202068,202068,202069,202069,202069,199433,188898,188354
misc_big,rail4284,393208,3956013,1059382,482083,482083,1120592,487112,487040,471038,470568,470568,470626,470626,470616,480248,480248,480248,480251,480251,480249,462516,462516,462516,462516,462516,462516,462515,462199,461409
misc_big,rgg-n-2-19-s0,524284,3269766,534512,534129,534129,533966,533966,533966,535919,535771,535771,535766,535766,535766,1364392,1361414,1353045,1364865,1358433,1358433,551176,551176,551176,551153,551153,551153,536416,533877,533196
misc_big,rgg-n-2-20-s0,1048575,6891620,1065687,1063863,1063863,1063659,1063659,1063659,1066346,1065954,1065954,1065950,1065950,1065950,2802135,2800913,2767903,2802648,2780163,2780163,1094247,1094247,1094247,1094230,1094079,1094079,1067028,1063709,1063066
misc_big,ship-003,121728,3982153,150230,150230,150230,151866,151866,151837,158312,158312,158312,158270,158270,158270,254274,248851,248851,271404,260183,260177,156895,156895,156895,156965,156885,156885,151192,149594,149000
misc_big,shipsec1,140874,3836265,162588,162588,162588,164324,164324,164315,170994,170994,170994,170984,170984,170984,215013,211228,211228,214881,214881,212444,169543,169543,169543,169665,169537,169537,162606,161976,161640
misc_big,shipsec8,114919,3269240,135550,135550,135550,136959,136959,136924,144009,144009,144009,143937,143931,143931,180876,178840,178840,201981,201303,201303,142042,142042,142042,142040,141888,141861,137019,134819,134634
misc_big,Si34H36,97569,2529405,197844,196180,196180,206699,199216,199205,203377,203188,203188,204596,204578,204578,621013,615184,615184,621523,621523,613235,199911,199911,199911,199911,199911,199911,196746,192794,189566
misc_big,Si87H76,217873,2333882,343944,343944,343944,343989,343986,343937,362714,362714,362714,361142,361127,361117,822068,821291,821291,823241,821013,820750,379144,379144,379144,379144,379144,379144,344667,342085,339347
misc_big,SiO2,163269,2613284,285918,270130,270130,318332,290748,284672,264719,264719,264719,265627,264491,264466,571826,570405,570405,572740,572099,571996,277409,277409,277409,277409,277409,277409,264399,262518,259992
misc_big,sls,1686491,3465595,1694748,1692234,1692234,1755142,1692267,1692267,1725867,1724748,1724748,1718371,1718363,1718363,1687064,1687064,1687064,1687074,1687063,1687063,2648245,2648245,2648245,2648245,2648245,2647950,1687084,1687028,1686953
misc_big,stat96v2,986521,2852184,992504,992504,992504,992568,992540,992539,989177,989177,989177,989183,989183,989183,992790,992346,992346,992564,992564,992564,1000997,1000997,1000997,1000993,1000919,1000919,989242,989107,989056
misc_big,stat96v3,1147621,3317736,1152107,1152107,1152107,1152155,1152154,1152154,1150608,1150607,1150607,1150609,1150609,1150609,1153478,1153328,1153328,1153434,1153366,1153366,1161793,1161793,1161793,1161774,1161774,1161571,1150612,1150499,1150482
misc_big,stormG2-1000,1903491,3459881,1929537,1929200,1929200,1929461,1929313,1929173,1912362,1912130,1912130,1912181,1912181,1912156,1914095,1914095,1914095,1914318,1914290,1914010,2069793,2069793,2069793,2069711,2069711,2069711,1912187,1912043,1911995
misc_big,t2em,921628,1836768,935680,935656,935656,935620,935620,935620,935754,935754,935754,935750,935750,935750,970812,970812,970812,970812,970812,970812,937910,937910,937910,937834,937834,937749,935635,935497,935167
misc_big,TF19,558984,4370721,1492698,1440628,1440628,1879105,1444328,1434099,1374172,1348676,1348676,1349063,1349043,1349043,2251472,2247973,2238046,2254849,2252420,2250336,1497996,1497996,1497996,1497996,1497996,1497996,1405501,1342786,1337590
misc_big,thermomech-dK,204316,1320956,213386,213386,213386,213288,213288,213288,213886,213886,213886,213852,213852,213852,397449,389789,374055,397387,393731,345184,215034,215034,215034,214993,214993,214993,213323,212994,212842
misc_big,tmt-sym,726713,2177124,739971,739971,739971,739722,739722,739722,740519,740519,740519,740519,740519,740519,995727,994047,994047,996256,995981,995981,741051,741051,741051,741051,741051,741051,739728,739621,739121
misc_big,tp-6,541089,5346690,550101,547824,547824,547818,547818,547818,548907,548872,548877,548877,548872,548872,783405,783405,783405,783405,783405,783405,957932,957932,957932,957977,957977,957977,548875,547508,547121
misc_big,troll,213453,5885829,240703,240703,240703,242513,242513,242495,243969,243969,243969,243963,243963,243963,305200,301561,301561,303878,303484,303063,256716,256716,256716,256717,256717,256453,245984,239859,239181
misc_big,TSOPF-RS-b300-c2,28338,2901380,343214,343214,343214,154332,48232,47460,51869,51869,51869,42228,42228,42228,665432,665432,665432,664024,664024,664024,107268,107268,107268,107301,107301,107090,42307,41885,41773
misc_big,webbase-1M,997552,2004965,1022998,1014173,1014069,1011621,1011348,1011332,1009858,1009700,1009700,1009626,1009532,1009518,1100061,1099717,1099717,1099999,1099650,1099422,1022282,1022282,1022282,1022278,1022278,1022278,1010052,1009370,1008643
misc_big,web-Google,875713,4322051,920135,912802,911591,912721,911815,911261,920094,912046,911709,912069,911259,911091,1585932,1583273,1566850,1584505,1583757,1572435,986269,986269,986269,986269,986269,986269,924270,911496,909143
power,power-US-Grid,4941,6594,5323,5323,5323,5320,5320,5320,5309,5309,5309,5305,5305,5305,5556,5556,5556,5536,5536,5536,5421,5421,5421,5421,5421,5421,5269,5260,5260
rec,rec-amazon,91813,125704,92379,92379,92379,92376,92376,92376,92364,92364,92364,92359,92359,92359,94625,94625,94625,93446,93446,93446,93417,93417,93417,93360,93360,93360,92358,92356,92354
rec,rec-amz-Amazon-Instant-Video,450887,583933,495349,495291,495291,496550,495605,495600,507016,507016,507016,507484,507243,507242,488280,488280,488280,488253,488253,488249,490905,490905,490905,490905,490905,490905,487510,485628,484748
rec,rec-amz-Automotive,1171530,1373768,1360370,1354194,1339871,1366536,1341534,1339293,1351592,1351447,1351442,1365197,1353698,1351933,1392385,1370828,1370798,1382379,1382378,1380643,1341246,1341246,1341246,1341246,1341246,1341246,1341246,1340952,1331548
rec,rec-amz-Baby,596316,915446,753133,752692,752692,770523,751632,751403,762569,762534,762534,767231,763329,763284,745031,745031,745031,745030,744788,744779,729859,729859,729859,729859,729859,729859,729859,729413,722661
rec,rec-amz-Beauty,1459545,2023070,1805586,1774095,1773847,1859209,1779303,1771532,1801003,1800799,1800716,1829971,1805443,1801961,1829300,1829261,1829261,1829290,1829290,1829237,1767393,1767393,1767393,1767393,1767393,1767393,1767393,1767185,1762492
rec,rec-amz-CDs-and-Vinyl,2064957,3749004,2758879,2596441,2593311,2938817,2727121,2583373,2855608,2766631,2764018,2943407,2833033,2766160,2983939,2981958,2971440,2979563,2978579,2978266,2706379,2706379,2706379,2706379,2706379,2706379,2706380,2595429,2574083
rec,rec-amz-Cell-Phones-and-Acc,2580723,3447249,3002464,2947699,2947366,3137712,2990671,2948251,3066833,3050327,3048075,3119330,3058056,3050346,2947177,2947177,2947177,2947181,2947181,2947179,2916862,2916862,2916862,2916862,2916862,2916862,2916862,2916832,2904664
