Family,Instance Name,Singel,,,Parallel,,
,,Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s)
misc,Trefethen-2000,5466,5466,5466,5326,5326,5326
misc,Trefethen-20000,44442,44442,44442,44251,43650,43650
misc,Trefethen-20000b,45295,45295,45295,44909,44330,44307
misc,TS,4287,4287,4287,4212,4212,4212
misc,TSC-OPF-1047,22473,22473,22473,22404,22149,22066
misc,TSC-OPF-300,15144,15144,15144,15125,15123,15123
misc,TSOPF-FS-b162-c1,19927,19927,19927,19744,19360,19348
misc,TSOPF-FS-b162-c3,38213,38130,38130,38114,37403,37400
misc,TSOPF-FS-b162-c4,51351,47944,47944,48315,47188,47182
misc,TSOPF-FS-b300,55842,55642,55642,55576,55214,54617
misc,TSOPF-FS-b300-c1,55842,55642,55642,55576,55249,54648
misc,TSOPF-FS-b300-c2,67861,67776,67768,75396,66438,65621
misc,TSOPF-FS-b39-c19,79174,79174,79174,80523,78885,78876
misc,TSOPF-FS-b39-c30,124671,123198,123198,124671,122977,122956
misc,TSOPF-FS-b39-c7,31140,31140,31140,30972,30803,30803
misc,TSOPF-FS-b9-c6,15289,15289,15289,15213,15213,15213
misc,TSOPF-RS-b162-c1,11030,11030,11030,10775,10727,10727
misc,TSOPF-RS-b162-c3,20332,20332,20332,20191,20145,20144
misc,TSOPF-RS-b162-c4,25213,25213,25213,25148,25098,25097
misc,TSOPF-RS-b300-c1,30419,30419,30419,30687,29996,29648
misc,TSOPF-RS-b300-c3,83499,83499,83499,89716,81889,81214
misc,TSOPF-RS-b39-c19,40126,40126,40126,40115,40102,40101
misc,TSOPF-RS-b39-c30,62189,62189,62189,62180,62158,62158
misc,TSOPF-RS-b39-c7,16017,16017,16017,15995,15995,15995
misc,TSOPF-RS-b678-c1,49016,49016,49016,49016,48554,48213
misc,TSOPF-RS-b9-c6,7803,7803,7803,7801,7800,7800
misc,ts-palko,94150,94117,94117,94726,93977,93794
misc,tsyl201,31391,31391,31391,31318,31226,31212
misc,tube1,26435,26435,26435,26003,25951,25936
misc,tube2,26397,26397,26397,25898,25847,25840
misc,tuma1,24612,24612,24612,24598,24592,24591
misc,tuma2,14091,14091,14091,14059,14057,14053
misc,turon-m,200501,200310,200310,200529,199910,199496
misc,twotone,148856,148856,148856,148851,148528,148208
misc,ulevimin,61201,61201,61201,61141,61040,60960
misc,us04,32068,32068,32068,32028,32028,32028
misc,usroads,130472,130472,130472,130443,130425,130409
misc,usroads-48,127437,127437,127437,127425,127412,127390
misc,utm1700b,2962,2962,2962,2906,2906,2906
misc,utm3060,4805,4805,4805,4758,4758,4758
misc,utm5940,8341,8341,8341,8213,8213,8213
misc,vanbody,56126,56112,56106,55411,55163,55127
misc,venkat01,68459,68457,68457,68200,68100,68100
misc,venkat25,68459,68457,68457,68196,68079,68079
misc,venkat50,68459,68457,68457,68196,68096,68096
misc,venturiLevel3,1454944,1454919,1454919,1454948,1454895,1454865
misc,vfem,109602,109596,109596,110223,109143,108468
misc,vibrobox,19030,19030,19030,18959,18957,18957
misc,viscoplastic1,6070,6070,6070,5833,5833,5831
misc,viscoplastic2,37339,37339,37339,36944,36556,36446
misc,viscorocks,43761,43752,43748,43056,43056,43052
misc,wang1,4446,4446,4446,4394,4394,4394
misc,wang2,4471,4471,4471,4416,4416,4416
misc,wang3,32850,32850,32850,32828,32828,32828
misc,wang4,32544,32544,32544,32378,32319,32319
misc,water-tank,79476,79473,79466,82460,77153,77044
misc,wathen100,34320,34319,34318,34018,34008,33992
misc,wathen120,40668,40668,40668,40434,40390,40378
misc,watson-1,590011,590011,590011,590011,590008,590008
misc,watson-2,1031998,1031528,1031527,1032849,1031528,1031527
misc,watt-1,2901,2901,2901,2834,2834,2834
misc,watt-2,2939,2939,2939,2877,2877,2877
misc,wave,183822,182257,182257,183818,181902,181062
misc,waveguide3D,26445,26445,26445,26346,26178,26178
misc,wb-cs-stanford,10653,10653,10653,10516,10452,10451
misc,web-BerkStan,47356,47348,47348,47382,47250,47202
misc,web-NotreDame,340205,337532,337532,342743,337123,336855
misc,web-Stanford,309569,309457,309399,328371,302923,300556
misc,wikiconflict,189440,184005,167679,189440,189310,165375
misc,wikipedia-link-de,770498,696151,696151,770406,770220,691020
misc,wikipedia-link-fr,662922,604145,604145,662914,662605,595739
misc,wikisigned-k2,200106,200095,200066,204809,204595,197815
misc,wiki-Talk,2602078,2601921,2601892,2602107,2601934,2596468
misc,wordnet-words,94360,94342,94300,97166,92718,91056
misc,youtube-groupmemberships,74377,74367,74330,75420,72279,68451
misc,youtube-links,244657,244657,244651,248873,243821,241615
misc,youtube-u-growth,343612,343612,343612,343612,343572,343549
misc,zhishi-baidu-relatedpages,461344,449332,447977,461344,461344,446681
misc,zhishi-zhwiki-internallink,2654296,2654296,2488773,2654296,2654292,2483412
misc_big,aff-amazon-copurchases,527374,527367,520553,559320,559103,519188
misc_big,aff-delicious-url-tag,1228721,1228721,1228721,1228727,1228719,1225019
misc_big,aff-flickr-user-groups,1085385,1085385,1085385,1085385,1085385,1084294
misc_big,aff-wiki-wordbypage,379490,379490,379490,379490,379489,379489
misc_big,af-shell1,370643,357675,357675,370641,357325,357117
misc_big,amazon0312,523360,523341,523325,551150,551150,516743
misc_big,amazon0505,534699,534697,534691,560283,560283,529591
misc_big,amazon0601,528664,528660,528649,558050,558050,522125
misc_big,amazon-2008,976976,925461,921314,976976,976976,919663
misc_big,apache2,745783,745783,745783,745783,745611,745595
misc_big,ASIC-320k,339728,332774,332774,339728,332616,332490
misc_big,ASIC-680ks,689862,688762,688762,689862,688573,688475
misc_big,atmosmodd,390652,390652,390652,390601,390547,390247
misc_big,atmosmodj,390288,390288,390288,390206,390013,389963
misc_big,auto,512273,498502,498502,512273,498459,496878
misc_big,barrier2-1,142055,142041,141972,142254,139951,139894
misc_big,barrier2-10,144939,144712,144700,145133,142872,142747
misc_big,barrier2-11,144939,144712,144700,145864,142902,142686
misc_big,barrier2-12,144939,144712,144700,145550,142894,142745
misc_big,barrier2-2,141850,141850,141850,141833,139938,139825
misc_big,barrier2-3,141685,141685,141685,141687,139961,139898
misc_big,barrier2-4,140997,140997,140997,140955,140004,139824
misc_big,barrier2-9,144939,144712,144700,145461,142924,142659
misc_big,bibd-19-9,100300,100300,100300,100267,100250,100250
misc_big,bibd-20-10,193870,193870,193870,193870,193811,193809
misc_big,bibd-22-8,329977,329977,329977,329977,329959,329959
misc_big,boneS01,148681,148662,148651,153054,146820,146583
misc_big,ch7-9-b5,1295637,1295637,1278573,1295639,1295639,1278487
misc_big,ch8-8-b5,1697384,1697384,1662233,1697384,1697384,1662130
misc_big,cnr-2000,339793,336042,336042,339793,335998,335879
misc_big,consph,120594,120594,120589,120708,112624,111810
misc_big,delaunay-n20,1065236,1062132,1062132,1065236,1062358,1061693
misc_big,ecology1,1017028,1015112,1015112,1017028,1014971,1014597
misc_big,ecology2,1017114,1014843,1014843,1017114,1014644,1014338
misc_big,engine,162215,158251,158245,157932,157721,157541
misc_big,F2,91809,91809,91790,93687,88883,88837
misc_big,fcondp2,232485,229215,229215,233645,228066,227484
misc_big,fullb,231692,231692,231685,235391,227789,227177
misc_big,Ga10As10H30,224186,223937,223937,224186,223681,213633
misc_big,Ga3As3H12,129292,129292,129292,129291,129245,128832
misc_big,gearbox,171663,171586,171586,178765,169054,169029
misc_big,GL7d15,2567186,2567186,2224977,2567186,2567186,2214312
misc_big,GL7d23,1307432,1086207,1086207,1307432,1307432,1059597
misc_big,gupta3,54941,54295,54295,54962,54379,53324
misc_big,halfb,256367,256247,256247,259139,252937,252691
misc_big,IMDB,1612074,1611920,1504175,1612072,1612072,1494337
misc_big,in-2004,315335,315335,311806,315320,314946,308101
misc_big,kron-g500-logn17,381785,381648,381648,381785,381646,381550
misc_big,kron-g500-logn18,524909,524909,524909,524909,524904,524860
misc_big,largebasis,522281,521934,521934,522281,521736,521736
misc_big,matrix-new-3,152586,152586,152586,152572,152452,152440
misc_big,mip1,92046,88075,88075,92046,87526,87370
misc_big,misc-IMDB-bi,1604192,1604191,1507664,1604191,1603768,1496099
misc_big,pattern1,56777,56777,56777,56781,56530,55563
misc_big,pkustk11,107763,107763,107726,111003,105948,105780
misc_big,pkustk12,114679,108531,108531,114694,108177,108177
misc_big,pkustk13,112105,111976,111976,116406,111311,111149
misc_big,pkustk14,194700,190083,190083,199433,188898,188354
misc_big,rail4284,462516,462516,462516,462517,462199,461409
misc_big,rgg-n-2-19-s0,536416,533991,533991,536416,533877,533196
misc_big,rgg-n-2-20-s0,1067028,1067028,1063698,1067028,1067028,1063066
misc_big,ship-003,152056,152056,152024,156858,149594,149000
misc_big,shipsec1,164568,164568,164555,169684,161976,161640
misc_big,shipsec8,137019,137015,136995,141867,134819,134634
misc_big,Si34H36,199911,199082,199075,199911,199766,189566
misc_big,Si87H76,344302,344299,344265,379144,378766,339347
misc_big,SiO2,277409,277409,261407,277409,277351,259992
misc_big,sls,1687075,1687075,1687066,1687092,1687028,1686953
misc_big,stat96v2,989285,989170,989170,989285,989107,989056
misc_big,stat96v3,1150760,1150593,1150593,1150760,1150499,1150482
misc_big,stormG2-1000,1913410,1912069,1912069,1913410,1912043,1911995
misc_big,t2em,936649,935514,935514,936649,935497,935167
misc_big,TF19,1411197,1411197,1337590,1411201,1411201,1337590
misc_big,thermomech-dK,215033,213318,213318,214993,212994,212842
misc_big,tmt-sym,740567,739728,739728,740567,739756,739121
misc_big,tp-6,549011,548674,547826,548875,547508,547121
misc_big,troll,242809,242809,242803,245984,239859,239181
misc_big,TSOPF-RS-b300-c2,51869,42528,42528,51869,41885,41773
misc_big,webbase-1M,1011795,1009610,1009273,1015237,1009370,1008643
misc_big,web-Google,912705,911719,910642,932122,932122,909143
power,power-US-Grid,5302,5302,5302,5269,5260,5260
rec,rec-amazon,92359,92359,92359,92358,92356,92354
rec,rec-amz-Amazon-Instant-Video,488269,488256,488254,490363,485628,484748
rec,rec-amz-Automotive,1341246,1341246,1339397,1341246,1340952,1331548
rec,rec-amz-Baby,729859,729859,729859,729859,729413,722661
rec,rec-amz-Beauty,1767393,1767393,1767393,1767393,1767185,1762492
rec,rec-amz-CDs-and-Vinyl,2706381,2706379,2587909,2706381,2706379,2574083
rec,rec-amz-Cell-Phones-and-Acc,2916862,2916862,2916862,2916862,2916832,2904664
rec,rec-amz-Clothing-Shoes-Jewelry,5192871,5192867,5192867,5192871,5192867,5175857
rec,rec-amz-Digital-Music,823474,816867,814104,823474,823221,810151
rec,rec-amz-Grocery-Gourmet-Food,1124253,1124253,1124253,1124253,1124128,1121381
rec,rec-amz-Health-Personal-Care,2496725,2496725,2496725,2496725,2496671,2494139
rec,rec-amz-Home-and-Kitchen,3502791,3502791,3502791,3502791,3502781,3502751
rec,rec-amz-Movies-and-TV,2859791,2859791,2859791,2859791,2859788,2844061
rec,rec-amz-Musical-Instruments,477340,474798,474711,477340,476812,470502
rec,rec-amz-Office-Products,1156779,1156779,1156779,1156779,1156765,1153718
rec,rec-amz-Patio-Lawn-Garden,927739,927739,927739,927739,927593,921945
rec,rec-amz-Pet-Supplies,1012523,1012523,1012523,1012523,1012445,1004139
rec,rec-amz-Sports-and-Outdoors,2925429,2925429,2917534,2925429,2925427,2896058
rec,rec-amz-Tools-Home-Improve,1741647,1741647,1741647,1741647,1741449,1737930
rec,rec-amz-Toys-and-Games,2006831,2006831,1990697,2006831,2006595,1980587
rec,rec-amz-Video-Games,1039920,1024692,1024130,1039920,1039920,1017522
rec,rec-eachmovie,118110,118110,118110,118110,117657,112455
rec,rec-github,205494,205494,205494,205466,205029,204637
rec,rec-movielens,281066,281065,281065,281066,281064,280874
rec,rec-movielens-tag-movies-10m,36756,36756,36756,36618,35141,34116
rec,rec-movielens-user-movies-10m,19703,19703,19703,19267,19205,19205
rec,rec-yelp-user-business,103035,103035,103035,102975,102562,102343
road,road-belgium-osm,1443157,1443144,1443144,1443157,1443116,1443112
road,road-euroroad,1385,1385,1385,1372,1372,1372
road,road-luxembourg-osm,115013,115013,115013,115009,115007,115006
road,road-minnesota,2935,2935,2935,2925,2925,2925
road,road-roadNet-PA,1091915,1091714,1091714,1091915,1091675,1091604
road,road-usroads,130472,130472,130472,130446,130428,130402
road,road-usroads-48,127437,127437,127437,127421,127411,127390
rt,rt-higgs,508587,508587,508587,508604,508020,502089
rt,rt-retweet-crawl,1605541,1460286,1459706,1605539,1605489,1448537
sc,sc-nasasrb,67093,67093,67087,65556,65170,65137
sc,sc-pkustk11,107763,107763,107726,111003,105984,105780
sc,sc-pkustk13,112105,111976,111976,115868,111282,111195
sc,sc-pwtk,243926,241455,241455,243926,238959,238835
sc,sc-shipsec1,165051,165048,165042,171232,162882,162553
sc,sc-shipsec5,207698,207698,207691,214963,205534,204656
soc,fb-pages-artist,133112,133107,133093,134746,134414,128413
soc,fb-pages-company,22742,22736,22735,22112,21335,21065
soc,fb-pages-government,15613,15607,15604,15439,15234,15200
soc,fb-pages-media,56176,56166,56156,56887,54816,52233
soc,fb-pages-politician,9467,9467,9467,9295,9278,9278
soc,fb-pages-public-figure,21579,21570,21563,21058,20215,19914
soc,fb-pages-sport,25499,25492,25489,24997,23955,23641
soc,fb-pages-tvshow,5494,5494,5494,5200,5177,5170
soc,soc-academia,345111,345105,345095,372387,372174,340742
soc,soc-anybeat,21135,21133,21132,20623,19985,19897
soc,soc-BlogCatalog,224237,224237,224237,224237,224230,224213
soc,soc-brightkite,89826,87797,87797,89699,86573,84117
soc,soc-buzznet,309414,309414,309414,309414,306733,300148
soc,soc-catster,354311,354311,351570,354311,354311,347316
soc,soc-delicious,710972,674621,674621,710904,710012,670966
soc,soc-digg,1231767,1231541,1231405,1231767,1231767,1196215
soc,soc-dogster,1074577,1074577,1051230,1074577,1074577,1003521
soc,soc-douban,228997,226023,226010,236144,225887,222682
soc,soc-epinions,45290,45290,45290,45231,45147,45147
soc,soc-flickr,753083,753083,751912,753083,753049,749543
soc,soc-FourSquare,899067,899031,899031,899067,899002,894578
soc,soc-gemsec-HR,129322,129318,129281,140636,128960,123594
soc,soc-gemsec-HU,99774,99755,99726,106512,96889,92059
soc,soc-gemsec-RO,67964,67559,67559,67098,65674,63345
soc,soc-gowalla,294011,293907,293888,310052,309566,290774
soc,soc-gplus,25195,25195,25195,25073,25001,24957
soc,soc-hamsterster,5042,5042,5042,5012,5012,5012
soc,soc-LiveMocha,382682,382682,382682,382684,382651,382501
soc,soc-loc-brightkite,89532,89512,89471,91470,88437,85739
soc,soc-myspace,1825047,1825047,1727735,1825046,1825046,1718539
soc,soc-sign-bitcoinalpha,7363,7363,7363,6832,6690,6690
soc,soc-sign-bitcoinotc,10595,10595,10595,9992,9716,9643
soc,soc-slashdot,149167,149167,149167,149129,148828,148665
soc,soc-slashdot-trust-all,175240,175240,175240,175028,174826,174792
soc,soc-slashdot-zoo,175007,175007,175007,174941,174753,174662
soc,soc-themarker,210483,210483,210483,210483,210426,210052
soc,soc-twitter-follows,454874,454874,454874,454875,454721,454353
soc,soc-twitter-follows-mun,521387,521387,521387,521386,521186,520823
soc,soc-wiki-conflict,194397,184005,167679,194397,193990,165584
soc,soc-wiki-elec,20605,20605,20605,20578,20569,20569
soc,soc-youtube,760968,760706,734247,760850,760676,729333
soc,soc-youtube-snap,1490613,1490613,1454872,1490610,1490404,1449767
socfb,socfb-American75,32694,32694,32694,32668,32633,32633
socfb,socfb-Amherst41,12796,12796,12796,12770,12770,12770
socfb,socfb-Auburn71,109298,109298,109298,109274,109146,108648
socfb,socfb-Baylor93,76165,76165,76165,76165,76142,76124
socfb,socfb-BC17,59839,59839,59839,59832,59825,59825
socfb,socfb-Berkeley13,119459,119459,119459,119458,119402,119089
socfb,socfb-Bingham82,53551,53551,53551,53527,53299,53054
socfb,socfb-Bowdoin47,12658,12658,12658,12644,12644,12644
socfb,socfb-Brandeis99,20602,20602,20602,20574,20574,20574
socfb,socfb-Brown11,47719,47719,47719,47715,47692,47692
socfb,socfb-BU10,97056,97056,97056,97050,97036,97034
socfb,socfb-Bucknell39,20962,20962,20962,20949,20945,20945
socfb,socfb-Cal65,56534,56534,56534,56534,56369,56369
socfb,socfb-Carnegie49,32508,32508,32508,32492,32488,32488
socfb,socfb-CMU,32675,32675,32675,32661,32568,32566
socfb,socfb-Colgate88,19990,19990,19990,19970,19966,19966
socfb,socfb-Columbia2,57601,57601,57601,57597,57582,57582
socfb,socfb-Dartmouth6,39601,39601,39601,39589,39582,39582
socfb,socfb-Duke14,54147,54147,54147,54143,54099,54023
socfb,socfb-Emory27,39391,39391,39391,39359,39232,39164
socfb,socfb-FSU53,142015,142015,142015,142033,141822,141392
socfb,socfb-Georgetown15,50285,50285,50285,50281,50275,50275
socfb,socfb-GWU54,62116,62116,62116,62117,62068,61957
socfb,socfb-Hamilton46,13669,13669,13669,13652,13652,13652
socfb,socfb-Harvard1,81083,81083,81083,81083,81070,81070
socfb,socfb-Haverford76,9155,9155,9155,9148,9148,9148
socfb,socfb-Howard90,25689,25689,25689,25680,25679,25679
socfb,socfb-Indiana,162582,162582,162582,162581,162522,161995
socfb,socfb-Indiana69,161378,161378,161378,161380,161319,160810
socfb,socfb-JMU79,75350,75350,75350,75343,75258,75024
socfb,socfb-JohnsHopkins55,25682,25682,25682,25673,25673,25673
socfb,socfb-Lehigh96,26740,26740,26740,26732,26726,26726
socfb,socfb-Maine59,43012,43012,43012,42980,42819,42819
socfb,socfb-Maryland58,108019,108019,108019,108004,105444,101963
socfb,socfb-Mich67,16851,16851,16851,16654,16597,16581
socfb,socfb-Michigan23,152910,152910,152910,152910,152616,146889
socfb,socfb-Middlebury45,17254,17254,17254,17240,17240,17240
socfb,socfb-Mississippi66,61110,61110,61110,61110,61039,60942
socfb,socfb-MIT,33328,33328,33328,33316,33301,33301
socfb,socfb-MIT8,33296,33296,33296,33281,33253,33253
socfb,socfb-MSU24,167333,167333,167333,167331,167319,167211
socfb,socfb-MU78,84793,84793,84793,84789,84710,84563
socfb,socfb-nips-ego,2964,2964,2964,2959,2958,2958
socfb,socfb-Northeastern19,65991,65991,65991,65977,65818,65610
socfb,socfb-Northwestern25,57370,57370,57370,57352,57166,56992
socfb,socfb-NotreDame57,68012,68012,68012,68011,67970,67965
socfb,socfb-NYU9,105114,105114,105114,105111,105083,104750
socfb,socfb-Oberlin44,15720,15720,15720,15630,15580,15580
socfb,socfb-Oklahoma97,99974,99974,99974,99973,98701,95620
socfb,socfb-Penn94,188526,188526,188526,188520,188451,187922
socfb,socfb-Pepperdine86,19893,19893,19893,19888,19888,19888
socfb,socfb-Princeton12,36438,36438,36438,36432,36428,36428
socfb,socfb-Rice31,23336,23336,23336,23333,23324,23324
socfb,socfb-Rochester38,22722,22722,22722,22655,22627,22627
socfb,socfb-Rutgers89,118632,118626,118624,119233,115922,111742
socfb,socfb-Santa74,20636,20636,20636,20625,20625,20625
socfb,socfb-Simmons81,7435,7435,7435,7346,7346,7346
socfb,socfb-Smith60,16407,16407,16407,16349,16345,16345
socfb,socfb-Stanford3,61903,61903,61903,61901,61869,61859
socfb,socfb-Swarthmore42,9937,9937,9937,9924,9924,9924
socfb,socfb-Syracuse56,70572,70572,70572,70567,70531,70520
socfb,socfb-Temple83,61077,61077,61077,61070,61056,61056
socfb,socfb-Tennessee95,93418,93418,93418,93413,93208,92858
socfb,socfb-Texas80,164115,164115,164115,164145,161452,156615
socfb,socfb-Texas84,209798,209798,209798,209792,209725,209243
socfb,socfb-Trinity100,15082,15082,15082,15063,15063,15063
socfb,socfb-Tufts18,34994,34994,34994,34991,34953,34953
socfb,socfb-Tulane29,39103,39103,39103,39079,38990,38990
socfb,socfb-UC33,81406,81406,81406,81341,79621,76457
socfb,socfb-UC61,64932,64932,64932,64925,64755,64604
socfb,socfb-UC64,29314,29314,29314,29152,28919,28868
socfb,socfb-UCF52,70520,70520,70520,70517,70374,69952
socfb,socfb-UChicago30,32650,32650,32650,32644,32644,32644
socfb,socfb-UCLA,102265,102265,102265,102227,102034,101705
socfb,socfb-UCLA26,102338,102338,102338,102317,102149,101911
socfb,socfb-UConn,91503,91503,91503,91503,91387,91087
socfb,socfb-UConn91,91222,91222,91222,91213,91131,90826
socfb,socfb-UCSB37,73507,73507,73507,73503,73471,73471
socfb,socfb-UCSC68,40536,40536,40535,40530,38727,36946
socfb,socfb-UCSD34,71659,71659,71659,71659,71507,71265
socfb,socfb-UF,186844,186844,186844,186794,186680,186042
socfb,socfb-UF21,186917,186917,186917,186917,186782,186116
socfb,socfb-UGA50,140398,140398,140398,140348,138295,134949
socfb,socfb-UIllinois,163644,163644,163644,163643,163536,163023
socfb,socfb-UIllinois20,164909,164909,164909,164899,164833,164462
socfb,socfb-UMass92,83621,83621,83621,83597,83399,83058
socfb,socfb-UNC28,101380,101380,101380,101380,101335,100994
socfb,socfb-UPenn7,80602,80602,80602,80565,80416,80309
socfb,socfb-USC35,95572,95572,95572,95572,95548,95540
socfb,socfb-USF51,57813,57813,57813,57760,57381,56996
socfb,socfb-USFCA72,12612,12612,12612,12558,12558,12558
socfb,socfb-UVA16,94352,94352,94352,94339,94240,93977
socfb,socfb-Vanderbilt48,45735,45735,45735,45707,45572,45446
socfb,socfb-Vassar85,17890,17890,17890,17870,17870,17870
socfb,socfb-Vermont70,34674,34674,34674,34629,34427,34319
socfb,socfb-Villanova62,40400,40400,40400,40398,40377,40377
socfb,socfb-Virginia63,106525,106525,106525,106481,106273,105641
socfb,socfb-Wake73,31464,31464,31464,31452,31435,31435
socfb,socfb-WashU32,42436,42436,42436,42435,42424,42424
socfb,socfb-Wellesley22,16003,16003,16003,15999,15999,15999
socfb,socfb-Wesleyan43,20114,20114,20114,20075,19276,18882
socfb,socfb-William77,35921,35921,35921,35904,35883,35883
socfb,socfb-Williams40,15765,15765,15765,15733,15720,15720
socfb,socfb-Wisconsin87,124383,124383,124383,124367,124309,123775
socfb,socfb-wosn-friends,159651,159646,159611,165308,165075,158014
socfb,socfb-Yale4,47829,47829,47829,47829,47819,47819
tech,tech-as-caida2007,30567,30560,30558,30261,29911,29735
tech,tech-internet-as,45922,45921,45912,45620,45196,44845
tech,tech-p2p-gnutella,118234,116797,116797,117944,116674,113413
tech,tech-pgp,12027,12027,12027,11906,11821,11779
tech,tech-RL-caida,220798,220796,220781,234953,220457,219002
tech,tech-routers-rf,3418,3418,3418,3308,3308,3308
tech,tech-WHOIS,12496,12496,12496,12190,12174,12174
web,web-arabic-2005,163794,163794,163794,163790,163790,163784
web,web-baidu-baike-related,461344,449332,447977,461344,461344,446714
web,web-BerkStan,12696,12696,12696,12670,12666,12666
web,web-BerkStan-dir,719289,719289,704190,719289,719289,703205
web,web-edu,3237,3237,3237,3201,3201,3201
web,web-EPA,6346,6346,6346,5987,5910,5902
web,web-frwikinews-user-edits,27599,27599,27599,27502,27439,27436
web,web-google,1581,1581,1581,1546,1546,1546
web,web-google-dir,913015,912069,909938,923402,923402,908555
web,web-indochina-2004,11822,11822,11822,11784,11773,11756
web,web-it-2004,509420,509420,509419,509419,509419,509417
web,web-NotreDame,340034,337229,337229,343648,336850,336688
web,web-sk-2005,121838,121838,121838,121801,121797,121786
web,web-spam,11242,11242,11242,11063,11063,11063
web,web-uk-2005,129719,129695,129695,130065,129695,129695
web,web-webbase-2001,16416,16416,16416,16389,16377,16377
